title,description,employer,link,tags,source,date,locations
کارشناس تولید محتوای روسی,ما در منابع انسانی رونیکس به دنبال همکار پرتلاش و توانمند می باشیم، اگر به رشد و پیشرفت در زمینه شغلی خود علاقه‌ مندید ما همراهتان هستیم که با هم پیشرفت کنیم.توانمندی‌های تخصصی:آشنایی با روش های تولید انواع محتواآشنایی با علم تبلیغاتتوانایی اجرای صوتی و تصویری سناریوهاتسلط به زبان روسیآشنایی نسبی با زبان انگلیسیشرح وظایف:ترجمه متون و اصوات و محتوای تصویری به زبان فارسیارائه مقالات کوتاه در زمینه حوزه کاری سازمان به زبان روسیتهیه سابتایتل برای فیلم های تبلیغاتی به زبان روسیتحقیق و جستجو برای تهیه محتوای علمی در حوزه کاری سازمان به زبان روسیارتباط با مشتریان روسی زبانپیگیری و تولید محتوا و ملزومات محتوایی مورد نیاز مشتریان روسی زبان,رونیکس,https://jobvision.ir/jobs/715896/استخدام-کارشناس-تولید-محتوای-روسی?row=370&pageSize=30&searchId=384999738008764015&score=1.65&ReferrerJobPosition=8,,jobvision,امروز,تهران، میدان حر
بازاریاب و ویزیتور,نیاز به بازاریاب و ویزیتور کتاب آشنا به بازار کتاب داریم، اگر سابقه هم ندارید به شما آموزش می دهیم. فروش کتاب به کتابفروشی های سطح شهر و میدان انقلاب (جلو دانشگاه).دارای گواهینامه موتور سیکلت ( موتور را ما در اختیار خواهیم گذاشت)فرصتی برای افراد فعال برای درآمد بالا (حداقل حقوق با ما، سقف حقوق نداریم و هرچه بیشتر تلاش نمایید درآمدی بالاتر خواهید داشت),نشر و پخش طلایه,https://jobvision.ir/jobs/704907/استخدام-بازاریاب-و-ویزیتور?row=371&pageSize=30&searchId=384999738008764015&score=1.42&ReferrerJobPosition=8,,jobvision,امروز,تهران، انقلاب
خزانه دار,نگهداری و کنترل حساب های بانکی شرکتصدور و دریافت اسناد پرداختنی و دریافتنینگهداری تنخواه گردان و سایر وجوه نقد و اوراق بهاداررفع مغایرت های بانکینگهداری اسناد مالی و کلیه امور بایگانی مالی و اداریپیگیری امور مربوط به ضمانت نامه های بانکی و اعتباراتثبت اسناد حسابداری مرتبط,گروه تولیدی و صنعتی دمیرچی,https://jobvision.ir/jobs/735891/استخدام-خزانه-دار?row=372&pageSize=30&searchId=384999738008764015&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، عباس آباد (بهشتی)
مدیر مالی و حسابداری,- تسلط کامل به استانداردهای حسابداری،قوانین و امور مالیاتی، تامین اجتماعی ، تنظیم لوایح و دفاعیات مالیاتی- مسلط به مباحث گزارشات مدیریتی و توانایی تهیه صورت های مالی- مسلط به حسابداری پیمانکاری- توانایی راهبری پرسنل زیر مجمموعه در موارد تخصصی و منابع انسانی- دارای روحیه کار تیمی و مسئولیت پذیری- با انگیزه ،توانایی تعامل با واحد های مختلف سازمان,شرکت تبلیغاتی رسش,https://jobvision.ir/jobs/735889/استخدام-مدیر-مالی-و-حسابداری?row=373&pageSize=30&searchId=384999738008764015&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، جردن
سرپرست فروش,ما به دنبال یک سرپرست فروش با تجربه هستیم تا به مهارت‌های بی نظیر فروش خود به ما کمک کند تا استراتژی‌های تایید شده شرکت اجرا شود و با همکاری تیمی سبب تحقق اهداف کمپانی شودنقش و مسئولیت شما:·  بر پیشرفت و ایجاد ارتباط مؤثر به تیم فروش نظارت می‌کنید.·  با مدیر فروش جهت رسیدن کمپانی به اهداف فروش نهایت همکاری دارید.·  واحد فروش را کنترل و سازماندهی می‌کنید.·  بودجه‌بندی فروش، مسیربندی و آموزش تیم فروش جهت نیل به اهداف فروش را انجام می‌دهید.مشخصات شما:·  شما در ایجاد ارتباط با افراد زبانزد هستید.·  شما در مذاکره همواره توان تبدیل نه به بله را دارید.·  گزارش‌هایی که تهیه می‌کنید مبنای تصمیم‌گیری مدیران ارشد است.·  در بحران بهترین راه‌حل‌ها را ارائه و به سرعت اوضاع را مدیریت می‌کنید.,شرکت پخش سراسری باراکا,https://jobvision.ir/jobs/736456/استخدام-سرپرست-فروش?row=374&pageSize=30&searchId=384999738008764015&score=1&ReferrerJobPosition=8,,jobvision,امروز,کرج
مهندس پروسس (شیمی فرآیند),شرح شغل و وظایف:داشتن سابقه کار در شرکت های EPC یا مشاورآشنایی و تسلط به نرم افزارهای HYSYS-ASPENT-CAESAR-AUTOCAD-EXCELمسلط به تولید اسناد MTO-UFD-ESD-PFD-HEAT & MATERIAL BALANCEسابقه طراحی در نفت و گازحداقل 5 سال سابقه کاری مرتبطبه صورت پروژه محور-دورکاری -ساعتی,ایتوک ایران,https://jobvision.ir/jobs/735133/استخدام-مهندس-پروسس-شیمی-فرآیند?row=375&pageSize=30&searchId=384999738008764015&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، ولنجک
سرپرست مالی (پروژه عمرانی) - آقا,تیم طب پلاستیک به منظور تکمیل کادر خود، نیاز به یک نیروی علاقمند به مباحث حسابداری جهت سرپرست مالی نیاز دارد. اگر مشتاق هستید در محیط حرفه ای رشد کنید و کارهای موثر و ماندگار انجام دهید جای خالی شما در تیم ما حس میشود.ویژگی تخصصی:-آشنایی با نرم افزار های مالی و حسابداری و مسلط بودن به نرم افزار سپیدار مزیت محسوب میشود-آشنایی به امور کنترل بانک و نقدینگی شرکت ( ثبت چک صیاد - دریافت و پرداخت و ثبت اسناد)-آشنایی به تمام امور مالیاتی و بیمه تامین اجتماعی-تهیه تراز عملکرد ماهیانه و سالیانه-کنترل حسابها و پیگیری جهت رفع مغایرت-محل کار بیمارستان امام حسینویژگی رفتاری :-جدی ، قاطع و پیگیر- منظم و با دقت- علاقمند به کار گروهی و تیمی- متعهد و مسئولیت پذیر,هلدینگ طب پلاستیک نوین,https://jobvision.ir/jobs/736729/استخدام-سرپرست-مالی-پروژه-عمرانی---آقا?row=376&pageSize=30&searchId=384999738008764015&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، امام حسین
کارشناس ارشد تحلیل کمی,رشته تحصیلی: کامپیوتر، برق یا رشته‌های مشابه.دانش و مهارتها:مسلط به روشها و فنون ML خصوصا متد آماری.توانایی بهینه‌سازی تسک‌های ML بر اساس معیارهای مختلف.دانستن حداقل‌هایی از دیتابیس و UI مزیت محسوب می‌شود.آشنایی با بازارهای مالی مزیت محسوب می‌شود.,تامین سرمایه تمدن,https://jobvision.ir/jobs/736157/استخدام-کارشناس-ارشد-تحلیل-کمی?row=377&pageSize=30&searchId=384999738008764015&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، آرژانتین
کارشناس مهندسی (الکترونیک),رشته تحصیلی :مهندس برق/الکترونیک آشنا به اصول طراحی سخت افزار و الکترونیک دیجیتالتسلط به طراحی مدارات با میکروکنترلها، تسلط به نرم افزارهای طراحی مدارات الکترونیکیآشنا با فرآیند APQP و استانداردهای مرتبط,سازه پویش,https://jobvision.ir/jobs/736272/استخدام-کارشناس-مهندسی-الکترونیک?row=378&pageSize=30&searchId=384999738008764015&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، جاده مخصوص
کارشناس مهندسی (مکانیک),شرایط احراز :دارای 3 سال سابقه کار در صنعت خودروتسلط بر فرآیند APQP و استانداردهای مرتبطتوانایی در تهیه و تدوین مدارک فنی و مهندسی,سازه پویش,https://jobvision.ir/jobs/736241/استخدام-کارشناس-مهندسی-مکانیک?row=379&pageSize=30&searchId=384999738008764015&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، جاده مخصوص
کارشناس نرم افزار,آشنا به کد نویسی در پردازنده ARM و ترجیحا آشنا به تگزاس سری TMSآشنا به برنامه نویسی و ایجاد نرم افزار واسط برای ارتباط با سخت افزاربر پایه ویندوزآشنا به برنامه نویسی و ایجاد نرم افزار تحت شبکه بر پایه ویندوزآشنا به سیستم عامل های نهفته بلادرنگReal TimeEmbeded os,شرکت علم و توسعه رسانا,https://jobvision.ir/jobs/734746/استخدام-کارشناس-نرم-افزار?row=380&pageSize=30&searchId=384999738008764015&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، پاسداران
